i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,4.402,1.08,3.131,3.422,0.559,0,1,0.591,0.067,0,0,0,-0.204,0.61,0.278,0.001,8,0.5,1000,50,1X+2X
1,4.363,1.08,2.821,2.356,0.559,0,1,0.591,0.067,0,0,0,-0.204,0.61,0.278,0.002,8,0.5,1000,50,1X+2X
2,4.419,1.08,2.707,2.137,0.559,0,1,0.591,0.067,0,0,0,-0.204,0.61,0.278,0.004,8,0.5,1000,50,1X+2X
3,4.396,1.08,2.614,1.959,0.559,0,1,0.591,0.067,0,0,0,-0.204,0.61,0.278,0.008,8,0.5,1000,50,1X+2X
4,4.341,1.08,2.521,1.831,0.559,0,1,0.591,0.067,0,0,0,-0.204,0.61,0.278,0.016,8,0.5,1000,50,1X+2X
5,4.397,0.898,2.482,1.705,0.601,-0.062,1,0.571,0.067,0,0,0,-0.299,0.637,0.333,0.001,8,0.5,1000,50,1X+2X
6,4.351,0.876,2.345,1.579,0.587,-0.188,1,0.571,0.067,0,0,0,-0.285,0.653,0.34,0.001,8,0.5,1000,50,1X+2X
7,4.358,0.876,2.335,1.446,0.587,-0.188,1,0.571,0.067,0,0,0,-0.285,0.653,0.34,0.002,8,0.5,1000,50,1X+2X
8,4.346,0.876,2.291,1.37,0.587,-0.188,1,0.571,0.067,0,0,0,-0.285,0.653,0.34,0.004,8,0.5,1000,50,1X+2X
9,4.388,0.859,2.227,1.282,0.518,-0.125,1,0.55,0.067,0,0,0,-0.225,0.732,0.308,0.001,8,0.5,1000,50,1X+2X
10,4.414,0.813,2.244,1.224,0.585,-0.188,1,0.591,0.067,-0.024,0,0,-0.217,0.745,0.333,0.001,8,0.5,1000,50,1X+2X
11,4.402,0.813,2.166,1.175,0.585,-0.188,1,0.591,0.067,-0.024,0,0,-0.217,0.745,0.333,0.002,8,0.5,1000,50,1X+2X
12,4.364,0.787,2.202,1.105,0.594,-0.125,1,0.591,0.067,-0.023,0,0,-0.245,0.784,0.22,0.001,8,0.5,1000,50,1X+2X
13,4.407,0.787,2.174,1.08,0.594,-0.125,1,0.591,0.067,-0.023,0,0,-0.245,0.784,0.22,0.002,8,0.5,1000,50,1X+2X
14,4.37,0.781,2.136,1.051,0.552,-0.062,1,0.571,0.1,0,0,0,-0.232,0.73,0.38,0.001,8,0.5,1000,50,1X+2X
15,4.359,0.781,2.093,0.995,0.552,-0.062,1,0.571,0.1,0,0,0,-0.232,0.73,0.38,0.002,8,0.5,1000,50,1X+2X
16,4.343,0.781,2.063,0.947,0.552,-0.062,1,0.571,0.1,0,0,0,-0.232,0.73,0.38,0.004,8,0.5,1000,50,1X+2X
17,4.318,0.781,2.076,0.909,0.552,-0.062,1,0.571,0.1,0,0,0,-0.232,0.73,0.38,0.008,8,0.5,1000,50,1X+2X
18,4.299,0.745,2.058,0.889,0.61,-0.125,1,0.571,0.133,0,0,0,-0.278,0.683,0.375,0.001,8,0.5,1000,50,1X+2X
19,4.326,0.745,2.061,0.876,0.61,-0.125,1,0.571,0.133,0,0,0,-0.278,0.683,0.375,0.002,8,0.5,1000,50,1X+2X
20,4.335,0.745,2.038,0.869,0.61,-0.125,1,0.571,0.133,0,0,0,-0.278,0.683,0.375,0.004,8,0.5,1000,50,1X+2X
21,4.279,0.745,2.03,0.859,0.61,-0.125,1,0.571,0.133,0,0,0,-0.278,0.683,0.375,0.008,8,0.5,1000,50,1X+2X
22,4.327,0.745,2.023,0.84,0.61,-0.125,1,0.571,0.133,0,0,0,-0.278,0.683,0.375,0.017,8,0.5,1000,50,1X+2X
23,4.32,0.745,2.041,0.813,0.61,-0.125,1,0.571,0.133,0,0,0,-0.278,0.683,0.375,0.036,8,0.5,1000,50,1X+2X
24,4.305,0.744,1.996,0.798,0.558,-0.125,1,0.571,0.1,0,0,0,-0.248,0.69,0.373,0.002,8,0.5,1000,50,1X+2X
25,4.282,0.711,2.021,0.795,0.552,-0.125,1,0.571,0.1,0,0,0,-0.232,0.729,0.388,0.002,8,0.5,1000,50,1X+2X
26,4.333,0.711,2.009,0.787,0.552,-0.125,1,0.571,0.1,0,0,0,-0.232,0.729,0.388,0.003,8,0.5,1000,50,1X+2X
27,4.311,0.711,2.003,0.787,0.552,-0.125,1,0.571,0.1,0,0,0,-0.232,0.729,0.388,0.005,8,0.5,1000,50,1X+2X
28,4.323,0.709,1.997,0.781,0.573,-0.125,1,0.571,0.1,0,0,0,-0.248,0.69,0.392,0.001,8,0.5,1000,50,1X+2X
29,4.327,0.682,2.006,0.781,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.683,0.426,0.001,8,0.5,1000,50,1X+2X
30,4.261,0.682,1.979,0.781,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.683,0.426,0.003,8,0.5,1000,50,1X+2X
31,4.299,0.608,1.988,0.757,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.683,0.5,0.001,8,0.5,1000,50,1X+2X
32,4.309,0.608,1.987,0.745,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.683,0.5,0.002,8,0.5,1000,50,1X+2X
33,4.242,0.608,1.953,0.745,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.683,0.5,0.004,8,0.5,1000,50,1X+2X
34,4.298,0.608,1.967,0.745,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.683,0.5,0.008,8,0.5,1000,50,1X+2X
35,4.25,0.608,1.956,0.744,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.683,0.5,0.016,8,0.5,1000,50,1X+2X
36,4.298,0.608,1.957,0.736,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.683,0.5,0.034,8,0.5,1000,50,1X+2X
37,4.376,0.602,1.995,0.711,0.571,-0.125,1,0.571,0.067,0,0,0,-0.253,0.683,0.511,0.001,8,0.5,1000,50,1X+2X
38,4.282,0.585,1.924,0.711,0.596,-0.125,1,0.571,0.067,0,0,0,-0.265,0.683,0.511,0.001,8,0.5,1000,50,1X+2X
39,4.334,0.585,1.935,0.709,0.596,-0.125,1,0.571,0.067,0,0,0,-0.265,0.683,0.511,0.002,8,0.5,1000,50,1X+2X
40,4.302,0.585,1.915,0.693,0.596,-0.125,1,0.571,0.067,0,0,0,-0.265,0.683,0.511,0.006,8,0.5,1000,50,1X+2X
41,4.262,0.575,1.925,0.682,0.596,-0.125,1,0.571,0.067,0,0,0,-0.278,0.716,0.5,0.293,8,0.5,1000,50,1X+2X
42,4.286,0.567,1.918,0.664,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.683,0.511,0.001,8,0.5,1000,50,1X+2X
43,4.303,0.567,1.914,0.608,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.683,0.511,0.003,8,0.5,1000,50,1X+2X
44,4.302,0.567,1.893,0.608,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.683,0.511,0.01,8,0.5,1000,50,1X+2X
45,4.304,0.567,1.905,0.608,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.683,0.511,0.026,8,0.5,1000,50,1X+2X
46,4.191,0.552,1.852,0.608,0.596,-0.125,1,0.571,0.067,0,0,0,-0.265,0.716,0.511,0.154,8,0.5,1000,50,1X+2X
47,4.256,0.534,1.877,0.595,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.716,0.511,0.116,8,0.5,1000,50,1X+2X
48,4.253,0.534,1.907,0.59,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.716,0.511,0.168,8,0.5,1000,50,1X+2X
49,4.312,0.534,1.863,0.59,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.716,0.511,0.2,8,0.5,1000,50,1X+2X
50,4.253,0.534,1.895,0.585,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.716,0.511,0.234,8,0.5,1000,50,1X+2X
51,4.239,0.534,1.874,0.575,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.716,0.511,0.294,8,0.5,1000,50,1X+2X
52,4.242,0.534,1.87,0.567,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.716,0.511,0.346,8,0.5,1000,50,1X+2X
53,4.304,0.534,1.892,0.567,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.716,0.511,0.37,8,0.5,1000,50,1X+2X
54,4.282,0.521,1.881,0.557,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.729,0.511,0.392,8,0.5,1000,50,1X+2X
55,4.281,0.521,1.876,0.552,0.614,-0.125,1,0.571,0.067,0,0,0,-0.265,0.729,0.511,0.439,8,0.5,1000,50,1X+2X
56,4.22,0.513,1.88,0.534,0.614,-0.125,1,0.571,0.067,0,0,0,-0.278,0.716,0.543,0.002,8,0.5,1000,50,1X+2X
