i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
451,5.643,-0.361,3.536,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
452,5.643,-0.352,3.563,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
453,5.643,-0.33,3.535,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
454,5.643,-0.442,3.527,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
455,5.643,-0.409,3.503,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
456,5.643,-0.399,3.517,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
457,5.643,-0.428,3.555,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
458,5.643,-0.48,3.518,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
459,5.643,-0.454,3.513,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
460,5.643,-0.412,3.517,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
461,5.643,-0.379,3.492,5.643,0.795,1.0,1.0,1.0,0.333,-0.044,-0.0,0.0,-0.205,0.976,0.788,0.55,8,0.5,1000,50,1X+2X
