i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
184,5.102,-0.247,1.55,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
185,5.102,-0.251,1.488,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
186,5.102,-0.128,1.573,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
187,5.102,-0.249,1.53,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
188,5.102,-0.206,1.503,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
189,5.102,-0.233,1.501,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
190,5.102,-0.227,1.562,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
191,5.102,-0.218,1.559,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
192,5.102,-0.056,1.602,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
193,5.102,-0.214,1.548,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
194,5.102,-0.176,1.597,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
195,5.102,-0.248,1.59,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
196,5.102,-0.216,1.536,0.875,0.75,1.0,0.833,0.571,0.0,-0.0,0.0,0.0,0.62,0.452,0.001,4,0.6,1000,50,NONE
