i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
242,4.527,-2.068,0.494,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.2,1000,50,NONE
356,4.804,-1.922,0.632,1.0,1.0,1.0,1.0,0.214,-0.286,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.4,1000,50,NONE
243,4.527,-1.857,0.465,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.2,1000,50,NONE
357,4.804,-1.862,0.587,1.0,1.0,1.0,1.0,0.214,-0.286,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.4,1000,50,NONE
244,4.527,-1.881,0.494,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.2,1000,50,NONE
358,4.804,-1.605,0.581,1.0,1.0,1.0,1.0,0.214,-0.286,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.4,1000,50,NONE
245,4.527,-1.739,0.497,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.2,1000,50,NONE
359,4.804,-1.674,0.649,1.0,1.0,1.0,1.0,0.214,-0.286,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.4,1000,50,NONE
246,4.527,-1.95,0.48,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.2,1000,50,NONE
360,4.804,-1.918,0.716,1.0,1.0,1.0,1.0,0.214,-0.286,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.4,1000,50,NONE
247,4.527,-1.729,0.469,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.2,1000,50,NONE
361,4.804,-2.117,0.627,1.0,1.0,1.0,1.0,0.214,-0.286,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.4,1000,50,NONE
248,4.527,-2.147,0.5,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.2,1000,50,NONE
362,4.804,-1.905,0.591,1.0,1.0,1.0,1.0,0.214,-0.286,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.4,1000,50,NONE
249,4.527,-1.86,0.533,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.125,1.0,0.0,0.001,4,0.2,1000,50,NONE
