i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
443,4.893,-1.401,0.763,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
444,4.893,-1.691,0.8,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
445,4.893,-1.487,0.784,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
446,4.893,-1.967,0.729,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
447,4.893,-1.981,0.765,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
448,4.893,-1.694,0.799,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
449,4.893,-1.839,0.77,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
450,4.893,-1.89,0.734,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
451,4.893,-1.407,0.761,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
452,4.893,-2.12,0.7,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
453,4.893,-2.096,0.707,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
454,4.893,-1.727,0.698,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
455,4.893,-1.767,0.761,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
456,4.893,-1.58,0.775,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
457,4.893,-1.706,0.756,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
458,4.893,-1.577,0.776,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
459,4.893,-2.264,0.743,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
460,4.893,-1.936,0.797,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
461,4.893,-2.074,0.722,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
462,4.893,-1.727,0.738,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
463,4.893,-2.669,0.746,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
464,4.893,-1.863,0.696,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
465,4.893,-2.039,0.71,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
466,4.893,-2.17,0.763,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
467,4.893,-1.935,0.736,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
468,4.893,-2.071,0.649,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
469,4.893,-1.879,0.689,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
470,4.893,-2.401,0.688,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
471,4.893,-2.078,0.694,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
472,4.893,-2.021,0.665,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
473,4.893,-1.862,0.721,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
474,4.893,-1.832,0.746,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
475,4.893,-1.629,0.762,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
476,4.893,-1.566,0.677,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
477,4.893,-1.563,0.749,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
478,4.893,-1.726,0.71,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
479,4.893,-1.877,0.677,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
480,4.893,-1.945,0.682,1.0,1.0,1.0,1.0,0.286,-0.143,-0.0,0.0,-0.25,1.0,0.0,0.001,4,0.4,1000,50,NONE
