i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
270,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.89,8,0.5,1000,50,1X+2X
271,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.892,8,0.5,1000,50,1X+2X
272,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.9,8,0.5,1000,50,1X+2X
273,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.891,8,0.5,1000,50,1X+2X
274,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.898,8,0.5,1000,50,1X+2X
275,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.906,8,0.5,1000,50,1X+2X
276,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.904,8,0.5,1000,50,1X+2X
277,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.899,8,0.5,1000,50,1X+2X
278,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.904,8,0.5,1000,50,1X+2X
279,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.904,8,0.5,1000,50,1X+2X
280,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.903,8,0.5,1000,50,1X+2X
281,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.905,8,0.5,1000,50,1X+2X
282,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.9,8,0.5,1000,50,1X+2X
283,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.106,8,0.5,1000,50,1X+2X
284,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.895,8,0.5,1000,50,1X+2X
285,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.095,8,0.5,1000,50,1X+2X
286,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.096,8,0.5,1000,50,1X+2X
287,6.001,6.001,6.001,6.001,0.768,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.054,0.953,0.833,0.9,8,0.5,1000,50,1X+2X
