i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
192,0.294,0.047,0.076,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.024,8,0.5,1000,50,1X+2X
193,0.294,0.047,0.076,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.027,8,0.5,1000,50,1X+2X
194,0.294,0.047,0.075,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.03,8,0.5,1000,50,1X+2X
195,0.294,0.047,0.074,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.032,8,0.5,1000,50,1X+2X
196,0.294,0.047,0.074,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.038,8,0.5,1000,50,1X+2X
197,0.294,0.047,0.074,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.041,8,0.5,1000,50,1X+2X
198,0.294,0.047,0.073,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.047,8,0.5,1000,50,1X+2X
199,0.294,0.047,0.073,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.052,8,0.5,1000,50,1X+2X
200,0.294,0.047,0.072,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.057,8,0.5,1000,50,1X+2X
201,0.281,0.047,0.072,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.069,8,0.5,1000,50,1X+2X
202,0.281,0.047,0.071,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.078,8,0.5,1000,50,1X+2X
203,0.281,0.047,0.07,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.091,8,0.5,1000,50,1X+2X
204,0.281,0.047,0.07,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.105,8,0.5,1000,50,1X+2X
205,0.281,0.047,0.07,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.117,8,0.5,1000,50,1X+2X
206,0.281,0.047,0.069,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.128,8,0.5,1000,50,1X+2X
207,0.281,0.047,0.068,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.149,8,0.5,1000,50,1X+2X
208,0.281,0.047,0.068,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.162,8,0.5,1000,50,1X+2X
209,0.281,0.047,0.068,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.186,8,0.5,1000,50,1X+2X
210,0.281,0.047,0.067,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.205,8,0.5,1000,50,1X+2X
211,0.281,0.047,0.067,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.02,8,0.5,1000,50,1X+2X
212,0.281,0.047,0.066,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.252,8,0.5,1000,50,1X+2X
213,0.281,0.047,0.066,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.282,8,0.5,1000,50,1X+2X
214,0.281,0.047,0.065,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.312,8,0.5,1000,50,1X+2X
215,0.281,0.047,0.065,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.345,8,0.5,1000,50,1X+2X
216,0.281,0.047,0.064,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.371,8,0.5,1000,50,1X+2X
217,0.281,0.047,0.063,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.049,8,0.5,1000,50,1X+2X
218,0.281,0.047,0.063,0.051,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.421,8,0.5,1000,50,1X+2X
219,0.277,0.047,0.063,0.047,0.34,-0.25,-1.0,0.067,0.0,-0.051,-0.026,-0.125,0.0,0.359,0.463,0.436,8,0.5,1000,50,1X+2X
