i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
388,4.194,0.077,1.37,1.067,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
389,4.194,0.14,1.365,1.032,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
390,4.194,0.148,1.391,1.048,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
391,4.194,0.129,1.419,1.127,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
392,4.194,0.143,1.43,1.094,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
393,4.194,0.149,1.416,1.115,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
394,4.194,0.089,1.4,1.08,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
395,4.194,0.072,1.393,1.098,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
396,4.194,0.066,1.356,1.052,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
397,4.194,0.116,1.386,1.049,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
398,4.194,0.078,1.396,1.027,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
399,4.194,0.159,1.375,1.083,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
400,4.194,0.166,1.43,1.084,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
401,4.194,0.19,1.379,1.033,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
402,4.194,0.14,1.441,1.101,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
403,4.194,0.114,1.393,1.062,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
404,4.194,0.154,1.401,1.081,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
405,4.194,0.135,1.373,1.057,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
406,4.194,0.147,1.385,1.072,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
407,4.194,0.126,1.366,1.037,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
408,4.194,0.147,1.426,1.087,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
409,4.194,0.069,1.369,1.075,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
410,4.194,0.12,1.38,1.078,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
411,4.194,0.115,1.36,1.033,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
412,4.194,0.113,1.414,1.113,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
413,4.194,0.042,1.363,1.053,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
414,4.194,0.133,1.396,1.085,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
415,4.194,0.164,1.406,1.102,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
416,4.194,0.142,1.395,1.073,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
417,4.194,0.11,1.39,1.031,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
418,4.194,0.083,1.387,1.073,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
419,4.194,0.179,1.382,1.054,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
420,4.194,0.107,1.371,1.094,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
421,4.194,0.097,1.362,1.057,0.751,0.438,1.0,1.0,0.267,-0.022,-0.0,0.0,-0.036,0.607,0.19,0.001,8,0.5,1000,50,NONE
