i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
167,0.746,0.409,0.538,0.513,0.645,-0.125,1.0,0.577,0.067,0.0,-0.0,0.0,-0.277,0.819,0.543,0.001,8,0.5,1000,50,1X+2X
168,0.746,0.409,0.535,0.51,0.645,-0.125,1.0,0.577,0.067,0.0,-0.0,0.0,-0.277,0.819,0.543,0.002,8,0.5,1000,50,1X+2X
169,0.746,0.405,0.532,0.51,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.001,8,0.5,1000,50,1X+2X
170,0.746,0.405,0.529,0.51,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.001,8,0.5,1000,50,1X+2X
171,0.746,0.405,0.526,0.51,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.001,8,0.5,1000,50,1X+2X
172,0.746,0.405,0.524,0.51,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.001,8,0.5,1000,50,1X+2X
173,0.746,0.405,0.521,0.508,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.002,8,0.5,1000,50,1X+2X
174,0.746,0.405,0.518,0.506,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.002,8,0.5,1000,50,1X+2X
175,0.746,0.405,0.515,0.501,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.002,8,0.5,1000,50,1X+2X
176,0.746,0.405,0.511,0.494,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.002,8,0.5,1000,50,1X+2X
177,0.746,0.405,0.508,0.493,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.002,8,0.5,1000,50,1X+2X
178,0.746,0.405,0.504,0.49,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.003,8,0.5,1000,50,1X+2X
179,0.746,0.405,0.501,0.482,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.003,8,0.5,1000,50,1X+2X
180,0.746,0.405,0.498,0.48,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.003,8,0.5,1000,50,1X+2X
181,0.746,0.405,0.495,0.464,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.003,8,0.5,1000,50,1X+2X
182,0.746,0.405,0.492,0.458,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.003,8,0.5,1000,50,1X+2X
183,0.746,0.405,0.489,0.458,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.003,8,0.5,1000,50,1X+2X
184,0.746,0.405,0.485,0.457,0.656,-0.125,1.0,0.607,0.067,0.0,-0.0,0.0,-0.312,0.83,0.6,0.003,8,0.5,1000,50,1X+2X
